Data,Produto,Cliente,Quantidade_vendida,Preco_unitario,Valor_total
2023-02-04,Caneta Preta,Cliente Kappa,21,11.82,248.22
2023-02-04,Caneta Preta,Cliente Alfa,13,11.73,152.49
2023-02-04,Caneta Preta,Cliente Delta,25,13.04,326.0
2023-02-05,Caneta Azul,Cliente Lambda,6,20.42,122.52
2023-02-05,Caneta Azul,Cliente Tau,5,21.8,109.0
2023-02-05,Caneta Azul,Cliente Kappa,20,19.86,397.2
2023-02-05,Caneta Azul,Cliente Tau,7,25.4,177.8
2023-02-05,Caneta Amarela,Cliente Delta,41,22.68,929.88
2023-02-05,Caneta Amarela,Cliente Alfa,28,18.68,523.04
2023-02-05,Caneta Verde,Cliente Tau,8,8.38,67.04
2023-02-05,Caneta Verde,Cliente Kappa,6,7.03,42.18
2023-02-05,Caneta Verde,Cliente Lambda,3,8.45,25.35
2023-02-05,Caneta Verde,Cliente Lambda,9,9.38,84.42
2023-02-05,Caneta Preta,Cliente Tau,47,12.92,607.24
2023-02-06,Caneta Azul,Cliente Kappa,39,21.14,824.46
2023-02-06,Caneta Azul,Cliente Kappa,28,21.64,605.92
2023-02-06,Caneta Amarela,Cliente Lambda,25,21.66,541.5
2023-02-06,Caneta Amarela,Cliente Alfa,15,18.81,282.15
2023-02-06,Caneta Amarela,Cliente Kappa,26,22.29,579.54
2023-02-06,Caneta Verde,Cliente Lambda,44,8.05,354.2
2023-02-06,Caneta Verde,Cliente Alfa,16,9.38,150.08
2023-02-06,Caneta Preta,Cliente Kappa,42,12.26,514.92
2023-02-06,Caneta Preta,Cliente Lambda,53,12.43,658.79
2023-02-07,Caneta Azul,Cliente Lambda,26,24.15,627.9
2023-02-07,Caneta Azul,Cliente Lambda,21,22.88,480.48
2023-02-07,Caneta Azul,Cliente Kappa,19,24.23,460.37
2023-02-07,Caneta Amarela,Cliente Kappa,4,21.16,84.64
2023-02-07,Caneta Amarela,Cliente Alfa,14,17.73,248.22
2023-02-07,Caneta Amarela,Cliente Tau,9,18.51,166.59
2023-02-07,Caneta Verde,Cliente Tau,19,8.19,155.61
2023-02-07,Caneta Verde,Cliente Alfa,14,8.92,124.88
2023-02-07,Caneta Verde,Cliente Kappa,20,7.72,154.4
2023-02-07,Caneta Preta,Cliente Delta,25,12.24,306.0
2023-02-07,Caneta Preta,Cliente Kappa,8,14.72,117.76
2023-02-07,Caneta Preta,Cliente Delta,7,13.96,97.72
2023-02-07,Caneta Preta,Cliente Alfa,21,15.25,320.25
2023-02-08,Caneta Azul,Cliente Kappa,34,22.17,753.78
2023-02-08,Caneta Azul,Cliente Tau,39,25.17,981.63
2023-02-08,Caneta Amarela,Cliente Delta,37,22.94,848.78
2023-02-08,Caneta Amarela,Cliente Kappa,43,17.18,738.74
2023-02-08,Caneta Verde,Cliente Lambda,22,7.52,165.44
2023-02-08,Caneta Verde,Cliente Lambda,17,8.61,146.37
2023-02-08,Caneta Preta,Cliente Alfa,7,13.29,93.03
2023-02-08,Caneta Preta,Cliente Delta,10,13.62,136.2
2023-02-08,Caneta Preta,Cliente Delta,22,15.0,330.0
2023-02-08,Caneta Preta,Cliente Kappa,12,12.55,150.6
2023-02-09,Caneta Azul,Cliente Delta,17,20.26,344.42
2023-02-09,Caneta Azul,Cliente Kappa,23,20.64,474.72
2023-02-09,Caneta Azul,Cliente Kappa,19,20.19,383.61
2023-02-09,Caneta Azul,Cliente Tau,22,19.56,430.32
2023-02-09,Caneta Amarela,Cliente Alfa,22,18.14,399.08
2023-02-09,Caneta Amarela,Cliente Alfa,20,21.55,431.0
2023-02-09,Caneta Amarela,Cliente Delta,31,21.48,665.88
2023-02-09,Caneta Amarela,Cliente Tau,1,17.31,17.31
2023-02-09,Caneta Verde,Cliente Kappa,16,9.26,148.16
2023-02-09,Caneta Verde,Cliente Tau,36,6.99,251.64
2023-02-09,Caneta Preta,Cliente Kappa,63,14.32,902.16
2023-02-10,Caneta Azul,Cliente Kappa,24,23.9,573.6
2023-02-10,Caneta Azul,Cliente Alfa,14,23.62,330.68
2023-02-10,Caneta Azul,Cliente Kappa,15,23.51,352.65
2023-02-10,Caneta Azul,Cliente Lambda,15,20.28,304.2
2023-02-10,Caneta Amarela,Cliente Kappa,41,19.49,799.09
2023-02-10,Caneta Amarela,Cliente Lambda,8,20.23,161.84
2023-02-10,Caneta Verde,Cliente Kappa,57,8.57,488.49
2023-02-10,Caneta Preta,Cliente Alfa,18,14.7,264.6
2023-02-10,Caneta Preta,Cliente Kappa,29,14.88,431.52
2023-02-10,Caneta Preta,Cliente Kappa,17,14.36,244.12
2023-02-10,Caneta Preta,Cliente Alfa,9,11.83,106.47
2023-02-11,Caneta Azul,Cliente Tau,22,25.17,553.74
2023-02-11,Caneta Azul,Cliente Lambda,24,19.82,475.68
2023-02-11,Caneta Azul,Cliente Alfa,6,20.84,125.04
2023-02-11,Caneta Amarela,Cliente Alfa,1,17.15,17.15
2023-02-11,Caneta Amarela,Cliente Kappa,13,20.32,264.16
2023-02-11,Caneta Amarela,Cliente Kappa,26,18.41,478.66
2023-02-11,Caneta Verde,Cliente Lambda,82,7.37,604.34
2023-02-11,Caneta Preta,Cliente Kappa,14,12.71,177.94
2023-02-11,Caneta Preta,Cliente Kappa,16,13.75,220.0
2023-02-11,Caneta Preta,Cliente Delta,20,12.81,256.2
2023-02-11,Caneta Preta,Cliente Lambda,32,13.79,441.28
2023-02-12,Caneta Azul,Cliente Kappa,23,20.72,476.56
2023-02-12,Caneta Azul,Cliente Delta,8,25.1,200.8
2023-02-12,Caneta Azul,Cliente Tau,22,25.52,561.44
2023-02-12,Caneta Azul,Cliente Kappa,35,22.7,794.5
2023-02-12,Caneta Amarela,Cliente Alfa,6,20.44,122.64
2023-02-12,Caneta Amarela,Cliente Tau,1,21.09,21.09
2023-02-12,Caneta Amarela,Cliente Delta,21,21.77,457.17
2023-02-12,Caneta Amarela,Cliente Tau,3,21.27,63.81
2023-02-12,Caneta Verde,Cliente Tau,12,7.02,84.24
2023-02-12,Caneta Preta,Cliente Kappa,14,13.79,193.06
2023-02-12,Caneta Preta,Cliente Kappa,26,15.09,392.34
2023-02-12,Caneta Preta,Cliente Kappa,17,12.28,208.76
2023-02-12,Caneta Preta,Cliente Delta,13,14.38,186.94
2023-02-13,Caneta Azul,Cliente Tau,28,23.13,647.64
2023-02-13,Caneta Azul,Cliente Lambda,37,19.43,718.91
2023-02-13,Caneta Amarela,Cliente Delta,19,19.09,362.71
2023-02-13,Caneta Amarela,Cliente Lambda,38,23.16,880.08
2023-02-13,Caneta Amarela,Cliente Lambda,23,20.34,467.82
2023-02-13,Caneta Verde,Cliente Kappa,23,8.58,197.34
2023-02-13,Caneta Verde,Cliente Delta,23,9.41,216.43
2023-02-13,Caneta Verde,Cliente Tau,22,8.92,196.24
2023-02-13,Caneta Preta,Cliente Kappa,85,15.34,1303.9
2023-02-14,Caneta Azul,Cliente Delta,49,22.3,1092.7
2023-02-14,Caneta Amarela,Cliente Alfa,12,22.12,265.44
2023-02-14,Caneta Amarela,Cliente Delta,13,18.84,244.92
2023-02-14,Caneta Amarela,Cliente Tau,28,21.95,614.6
2023-02-14,Caneta Verde,Cliente Alfa,17,7.16,121.72
2023-02-14,Caneta Verde,Cliente Lambda,18,7.72,138.96
2023-02-14,Caneta Verde,Cliente Delta,18,7.93,142.74
2023-02-14,Caneta Verde,Cliente Delta,14,8.33,116.62
2023-02-14,Caneta Preta,Cliente Alfa,6,12.78,76.68
2023-02-14,Caneta Preta,Cliente Kappa,25,14.15,353.75
2023-02-14,Caneta Preta,Cliente Kappa,12,14.78,177.36
2023-02-14,Caneta Preta,Cliente Kappa,24,14.21,341.04
2023-02-15,Caneta Azul,Cliente Kappa,76,21.42,1627.92
2023-02-15,Caneta Amarela,Cliente Tau,13,21.85,284.05
2023-02-15,Caneta Amarela,Cliente Kappa,13,18.74,243.62
2023-02-15,Caneta Amarela,Cliente Kappa,6,21.26,127.56
2023-02-15,Caneta Amarela,Cliente Tau,14,21.56,301.84
2023-02-15,Caneta Verde,Cliente Tau,16,7.55,120.8
2023-02-15,Caneta Verde,Cliente Delta,30,9.34,280.2
2023-02-15,Caneta Verde,Cliente Tau,28,7.53,210.84
2023-02-15,Caneta Verde,Cliente Alfa,12,7.26,87.12
2023-02-15,Caneta Preta,Cliente Lambda,20,13.1,262.0
2023-02-15,Caneta Preta,Cliente Tau,16,15.08,241.28
2023-02-15,Caneta Preta,Cliente Delta,26,15.18,394.68
2023-02-16,Caneta Azul,Cliente Alfa,38,21.97,834.86
2023-02-16,Caneta Azul,Cliente Alfa,27,22.46,606.42
2023-02-16,Caneta Amarela,Cliente Kappa,26,17.41,452.66
2023-02-16,Caneta Amarela,Cliente Lambda,17,22.09,375.53
2023-02-16,Caneta Verde,Cliente Tau,22,7.57,166.54
2023-02-16,Caneta Verde,Cliente Tau,15,9.18,137.7
2023-02-16,Caneta Verde,Cliente Kappa,15,8.5,127.5
2023-02-16,Caneta Verde,Cliente Lambda,11,7.29,80.19
2023-02-16,Caneta Preta,Cliente Delta,41,14.88,610.08
2023-02-17,Caneta Azul,Cliente Kappa,61,23.27,1419.47
2023-02-17,Caneta Amarela,Cliente Tau,38,22.62,859.56
2023-02-17,Caneta Amarela,Cliente Alfa,31,19.59,607.29
2023-02-17,Caneta Verde,Cliente Delta,13,8.01,104.13
2023-02-17,Caneta Verde,Cliente Kappa,36,8.3,298.8
2023-02-17,Caneta Verde,Cliente Alfa,16,8.52,136.32
2023-02-17,Caneta Preta,Cliente Tau,11,15.34,168.74
2023-02-17,Caneta Preta,Cliente Kappa,26,14.1,366.6
2023-02-17,Caneta Preta,Cliente Delta,24,12.13,291.12
2023-02-18,Caneta Azul,Cliente Lambda,39,22.75,887.25
2023-02-18,Caneta Azul,Cliente Delta,33,20.3,669.9
2023-02-18,Caneta Amarela,Cliente Lambda,20,18.88,377.6
2023-02-18,Caneta Amarela,Cliente Tau,30,18.55,556.5
2023-02-18,Caneta Amarela,Cliente Alfa,12,20.48,245.76
2023-02-18,Caneta Verde,Cliente Kappa,19,8.02,152.38
2023-02-18,Caneta Verde,Cliente Alfa,25,9.39,234.75
2023-02-18,Caneta Verde,Cliente Kappa,21,7.21,151.41
2023-02-18,Caneta Verde,Cliente Kappa,17,8.42,143.14
2023-02-18,Caneta Preta,Cliente Delta,26,12.07,313.82
2023-02-18,Caneta Preta,Cliente Tau,23,13.74,316.02
2023-02-18,Caneta Preta,Cliente Delta,26,13.62,354.12
2023-02-19,Caneta Azul,Cliente Lambda,30,22.9,687.0
2023-02-19,Caneta Azul,Cliente Lambda,23,19.94,458.62
2023-02-19,Caneta Azul,Cliente Alfa,13,24.19,314.47
2023-02-19,Caneta Amarela,Cliente Lambda,24,19.79,474.96
2023-02-19,Caneta Amarela,Cliente Lambda,26,19.7,512.2
2023-02-19,Caneta Verde,Cliente Alfa,33,8.48,279.84
2023-02-19,Caneta Verde,Cliente Kappa,44,7.15,314.6
2023-02-19,Caneta Preta,Cliente Alfa,57,13.36,761.52
2023-02-20,Caneta Azul,Cliente Lambda,72,25.27,1819.44
2023-02-20,Caneta Amarela,Cliente Kappa,18,20.57,370.26
2023-02-20,Caneta Amarela,Cliente Alfa,21,22.21,466.41
2023-02-20,Caneta Amarela,Cliente Alfa,22,20.74,456.28
2023-02-20,Caneta Amarela,Cliente Lambda,13,21.55,280.15
2023-02-20,Caneta Verde,Cliente Delta,30,7.73,231.9
2023-02-20,Caneta Verde,Cliente Delta,31,7.64,236.84
2023-02-20,Caneta Preta,Cliente Tau,46,14.21,653.66
2023-02-20,Caneta Preta,Cliente Lambda,50,11.59,579.5
2023-02-20,Caneta Preta,Cliente Delta,16,13.14,210.24
2023-02-21,Caneta Azul,Cliente Lambda,78,25.12,1959.36
2023-02-21,Caneta Amarela,Cliente Alfa,38,17.73,673.74
2023-02-21,Caneta Amarela,Cliente Delta,27,20.98,566.46
2023-02-21,Caneta Amarela,Cliente Delta,5,21.62,108.1
2023-02-21,Caneta Verde,Cliente Lambda,28,7.03,196.84
2023-02-21,Caneta Verde,Cliente Delta,19,8.15,154.85
2023-02-21,Caneta Verde,Cliente Tau,24,7.01,168.24
2023-02-21,Caneta Preta,Cliente Lambda,35,12.37,432.95
2023-02-21,Caneta Preta,Cliente Alfa,20,14.04,280.8
2023-02-22,Caneta Azul,Cliente Delta,81,24.62,1994.22
2023-02-22,Caneta Amarela,Cliente Kappa,23,19.42,446.66
2023-02-22,Caneta Amarela,Cliente Lambda,22,18.89,415.58
2023-02-22,Caneta Verde,Cliente Delta,24,7.41,177.84
2023-02-22,Caneta Verde,Cliente Kappa,29,8.16,236.64
2023-02-22,Caneta Preta,Cliente Lambda,104,14.36,1493.44
2023-02-23,Caneta Azul,Cliente Alfa,55,19.17,1054.35
2023-02-23,Caneta Amarela,Cliente Tau,70,19.57,1369.9
2023-02-23,Caneta Verde,Cliente Kappa,11,7.89,86.79
2023-02-23,Caneta Verde,Cliente Tau,12,8.89,106.68
2023-02-23,Caneta Verde,Cliente Tau,12,8.93,107.16
2023-02-23,Caneta Preta,Cliente Delta,26,14.95,388.7
2023-02-23,Caneta Preta,Cliente Alfa,10,15.42,154.2
2023-02-23,Caneta Preta,Cliente Kappa,28,15.27,427.56
2023-02-23,Caneta Preta,Cliente Lambda,21,12.49,262.29
2023-02-24,Caneta Azul,Cliente Tau,27,22.53,608.31
2023-02-24,Caneta Azul,Cliente Delta,35,22.36,782.6
2023-02-24,Caneta Amarela,Cliente Kappa,13,17.87,232.31
2023-02-24,Caneta Amarela,Cliente Delta,21,19.63,412.23
2023-02-24,Caneta Amarela,Cliente Kappa,17,19.09,324.53
2023-02-24,Caneta Verde,Cliente Delta,43,7.36,316.48
2023-02-24,Caneta Preta,Cliente Lambda,27,12.34,333.18
2023-02-24,Caneta Preta,Cliente Kappa,22,12.86,282.92
2023-02-24,Caneta Preta,Cliente Tau,32,12.73,407.36
2023-02-24,Caneta Preta,Cliente Delta,28,14.22,398.16
2023-02-25,Caneta Azul,Cliente Delta,42,25.34,1064.28
2023-02-25,Caneta Azul,Cliente Delta,53,21.35,1131.55
2023-02-25,Caneta Amarela,Cliente Kappa,23,19.18,441.14
2023-02-25,Caneta Amarela,Cliente Kappa,26,19.25,500.5
2023-02-25,Caneta Verde,Cliente Kappa,23,7.38,169.74
2023-02-25,Caneta Verde,Cliente Tau,21,7.24,152.04
2023-02-25,Caneta Verde,Cliente Delta,10,7.37,73.7
2023-02-25,Caneta Verde,Cliente Alfa,1,8.62,8.62
2023-02-25,Caneta Preta,Cliente Lambda,7,11.62,81.34
2023-02-25,Caneta Preta,Cliente Delta,25,12.89,322.25
2023-02-25,Caneta Preta,Cliente Delta,28,11.72,328.16
2023-02-25,Caneta Preta,Cliente Kappa,30,14.23,426.9
2023-02-26,Caneta Azul,Cliente Alfa,76,25.43,1932.68
2023-02-26,Caneta Amarela,Cliente Tau,17,18.65,317.05
2023-02-26,Caneta Amarela,Cliente Tau,44,17.75,781.0
2023-02-26,Caneta Verde,Cliente Kappa,21,8.25,173.25
2023-02-26,Caneta Verde,Cliente Alfa,22,9.42,207.24
2023-02-26,Caneta Verde,Cliente Tau,11,7.75,85.25
2023-02-26,Caneta Preta,Cliente Delta,45,13.95,627.75
2023-02-26,Caneta Preta,Cliente Delta,34,12.27,417.18
2023-02-27,Caneta Azul,Cliente Tau,27,20.48,552.96
2023-02-27,Caneta Azul,Cliente Tau,38,22.68,861.84
2023-02-27,Caneta Azul,Cliente Alfa,24,21.31,511.44
2023-02-27,Caneta Amarela,Cliente Lambda,19,19.4,368.6
2023-02-27,Caneta Amarela,Cliente Delta,12,19.64,235.68
2023-02-27,Caneta Amarela,Cliente Kappa,3,20.85,62.55
2023-02-27,Caneta Amarela,Cliente Kappa,1,20.14,20.14
2023-02-27,Caneta Verde,Cliente Kappa,43,9.28,399.04
2023-02-27,Caneta Preta,Cliente Alfa,117,14.44,1689.48
2023-02-28,Caneta Azul,Cliente Delta,17,21.86,371.62
2023-02-28,Caneta Azul,Cliente Kappa,19,22.91,435.29
2023-02-28,Caneta Azul,Cliente Kappa,16,21.51,344.16
2023-02-28,Caneta Azul,Cliente Delta,19,19.81,376.39
2023-02-28,Caneta Amarela,Cliente Delta,25,20.45,511.25
2023-02-28,Caneta Amarela,Cliente Alfa,24,18.06,433.44
2023-02-28,Caneta Amarela,Cliente Alfa,8,18.5,148.0
2023-02-28,Caneta Verde,Cliente Alfa,25,7.69,192.25
2023-02-28,Caneta Verde,Cliente Tau,19,9.19,174.61
2023-02-28,Caneta Verde,Cliente Kappa,12,7.74,92.88
2023-02-28,Caneta Verde,Cliente Alfa,22,7.3,160.6
2023-02-28,Caneta Preta,Cliente Kappa,16,14.4,230.4
2023-02-28,Caneta Preta,Cliente Lambda,24,14.36,344.64
2023-02-28,Caneta Preta,Cliente Delta,24,14.24,341.76
2023-03-01,Caneta Azul,Cliente Tau,33,21.02,693.66
2023-03-01,Caneta Azul,Cliente Kappa,39,20.57,802.23
2023-03-01,Caneta Azul,Cliente Alfa,20,25.16,503.2
2023-03-01,Caneta Amarela,Cliente Alfa,9,21.85,196.65
2023-03-01,Caneta Amarela,Cliente Kappa,7,23.1,161.7
2023-03-01,Caneta Amarela,Cliente Kappa,6,21.19,127.14
2023-03-01,Caneta Amarela,Cliente Lambda,4,20.27,81.08
2023-03-01,Caneta Verde,Cliente Delta,30,7.22,216.6
2023-03-01,Caneta Verde,Cliente Kappa,35,7.14,249.9
2023-03-01,Caneta Preta,Cliente Lambda,51,11.6,591.6
2023-03-01,Caneta Preta,Cliente Delta,52,14.76,767.52
2023-03-02,Caneta Azul,Cliente Alfa,74,19.9,1472.6
2023-03-02,Caneta Amarela,Cliente Lambda,71,23.14,1642.94
2023-03-02,Caneta Verde,Cliente Lambda,29,9.3,269.7
2023-03-02,Caneta Verde,Cliente Delta,23,8.07,185.61
2023-03-02,Caneta Verde,Cliente Tau,16,9.32,149.12
2023-03-02,Caneta Preta,Cliente Alfa,62,13.14,814.68
2023-03-03,Caneta Azul,Cliente Alfa,32,19.11,611.52
2023-03-03,Caneta Azul,Cliente Tau,36,25.45,916.2
2023-03-03,Caneta Azul,Cliente Lambda,31,22.72,704.32
2023-03-03,Caneta Amarela,Cliente Delta,53,23.19,1229.07
2023-03-03,Caneta Verde,Cliente Delta,16,7.88,126.08
2023-03-03,Caneta Verde,Cliente Kappa,10,9.17,91.7
2023-03-03,Caneta Verde,Cliente Tau,1,8.97,8.97
2023-03-03,Caneta Preta,Cliente Kappa,34,13.44,456.96
2023-03-03,Caneta Preta,Cliente Tau,26,12.33,320.58
2023-03-03,Caneta Preta,Cliente Alfa,21,15.21,319.41
2023-03-03,Caneta Preta,Cliente Kappa,23,12.44,286.12
2023-03-04,Caneta Azul,Cliente Kappa,9,19.37,174.33
2023-03-04,Caneta Azul,Cliente Alfa,19,20.48,389.12
2023-03-04,Caneta Azul,Cliente Delta,14,19.09,267.26
2023-03-04,Caneta Azul,Cliente Kappa,17,21.68,368.56
2023-03-04,Caneta Amarela,Cliente Alfa,10,21.45,214.5
2023-03-04,Caneta Amarela,Cliente Kappa,1,21.24,21.24
2023-03-04,Caneta Amarela,Cliente Tau,1,20.18,20.18
2023-03-04,Caneta Amarela,Cliente Delta,6,22.54,135.24
2023-03-04,Caneta Verde,Cliente Lambda,21,7.19,150.99
2023-03-04,Caneta Verde,Cliente Delta,13,9.16,119.08
2023-03-04,Caneta Preta,Cliente Alfa,83,14.31,1187.73
2023-03-05,Caneta Azul,Cliente Kappa,18,20.56,370.08
2023-03-05,Caneta Azul,Cliente Delta,21,25.09,526.89
2023-03-05,Caneta Amarela,Cliente Tau,21,20.52,430.92
2023-03-05,Caneta Amarela,Cliente Kappa,4,20.8,83.2
2023-03-05,Caneta Amarela,Cliente Lambda,18,21.24,382.32
2023-03-05,Caneta Amarela,Cliente Kappa,30,18.26,547.8
2023-03-05,Caneta Verde,Cliente Tau,75,7.57,567.75
2023-03-05,Caneta Preta,Cliente Kappa,35,13.96,488.6
2023-03-05,Caneta Preta,Cliente Kappa,27,15.26,412.02
2023-03-06,Caneta Azul,Cliente Kappa,28,23.01,644.28
2023-03-06,Caneta Azul,Cliente Delta,21,20.73,435.33
2023-03-06,Caneta Azul,Cliente Kappa,11,25.74,283.14
2023-03-06,Caneta Azul,Cliente Delta,13,23.22,301.86
2023-03-06,Caneta Amarela,Cliente Tau,11,17.94,197.34
2023-03-06,Caneta Amarela,Cliente Alfa,15,22.06,330.9
2023-03-06,Caneta Amarela,Cliente Tau,5,19.97,99.85
2023-03-06,Caneta Verde,Cliente Kappa,9,9.31,83.79
2023-03-06,Caneta Verde,Cliente Alfa,9,7.85,70.65
2023-03-06,Caneta Verde,Cliente Lambda,10,7.97,79.7
2023-03-06,Caneta Verde,Cliente Delta,22,9.08,199.76
2023-03-06,Caneta Preta,Cliente Lambda,20,13.59,271.8
2023-03-06,Caneta Preta,Cliente Kappa,49,13.34,653.66
2023-03-06,Caneta Preta,Cliente Lambda,26,11.52,299.52
2023-03-07,Caneta Azul,Cliente Alfa,26,22.15,575.9
2023-03-07,Caneta Azul,Cliente Alfa,39,21.79,849.81
2023-03-07,Caneta Azul,Cliente Tau,13,23.97,311.61
2023-03-07,Caneta Amarela,Cliente Delta,9,22.16,199.44
2023-03-07,Caneta Amarela,Cliente Delta,18,19.05,342.9
2023-03-07,Caneta Amarela,Cliente Tau,24,18.14,435.36
2023-03-07,Caneta Amarela,Cliente Kappa,17,18.34,311.78
2023-03-07,Caneta Verde,Cliente Kappa,10,8.9,89.0
2023-03-07,Caneta Verde,Cliente Delta,6,7.56,45.36
2023-03-07,Caneta Verde,Cliente Kappa,1,7.44,7.44
2023-03-07,Caneta Verde,Cliente Tau,15,8.47,127.05
2023-03-07,Caneta Preta,Cliente Lambda,71,14.97,1062.87
2023-03-08,Caneta Azul,Cliente Alfa,29,25.08,727.32
2023-03-08,Caneta Azul,Cliente Alfa,17,22.6,384.2
2023-03-08,Caneta Azul,Cliente Delta,35,23.41,819.35
2023-03-08,Caneta Amarela,Cliente Delta,57,19.94,1136.58
2023-03-08,Caneta Verde,Cliente Delta,31,9.31,288.61
2023-03-08,Caneta Verde,Cliente Kappa,47,8.2,385.4
2023-03-08,Caneta Preta,Cliente Kappa,33,15.28,504.24
2023-03-08,Caneta Preta,Cliente Tau,34,13.28,451.52
2023-03-09,Caneta Azul,Cliente Tau,90,23.89,2150.1
2023-03-09,Caneta Amarela,Cliente Lambda,33,21.95,724.35
2023-03-09,Caneta Verde,Cliente Kappa,96,8.57,822.72
2023-03-09,Caneta Preta,Cliente Tau,27,14.46,390.42
2023-03-09,Caneta Preta,Cliente Delta,29,11.78,341.62
2023-03-09,Caneta Preta,Cliente Alfa,25,12.4,310.0
2023-03-10,Caneta Azul,Cliente Kappa,56,21.07,1179.92
2023-03-10,Caneta Azul,Cliente Lambda,49,24.21,1186.29
2023-03-10,Caneta Amarela,Cliente Delta,2,19.62,39.24
2023-03-10,Caneta Amarela,Cliente Kappa,3,19.43,58.29
2023-03-10,Caneta Amarela,Cliente Kappa,5,17.28,86.4
2023-03-10,Caneta Amarela,Cliente Kappa,25,19.81,495.25
2023-03-10,Caneta Verde,Cliente Lambda,15,8.07,121.05
2023-03-10,Caneta Verde,Cliente Delta,19,9.4,178.6
2023-03-10,Caneta Preta,Cliente Lambda,39,15.14,590.46
2023-03-10,Caneta Preta,Cliente Alfa,27,12.94,349.38
2023-03-10,Caneta Preta,Cliente Kappa,2,13.06,26.12
2023-03-11,Caneta Azul,Cliente Tau,67,20.4,1366.8
2023-03-11,Caneta Amarela,Cliente Tau,12,19.13,229.56
2023-03-11,Caneta Amarela,Cliente Delta,20,22.71,454.2
2023-03-11,Caneta Amarela,Cliente Tau,14,21.07,294.98
2023-03-11,Caneta Verde,Cliente Kappa,24,7.26,174.24
2023-03-11,Caneta Verde,Cliente Alfa,20,8.24,164.8
2023-03-11,Caneta Verde,Cliente Lambda,10,8.06,80.6
2023-03-11,Caneta Preta,Cliente Delta,99,11.91,1179.09
2023-03-12,Caneta Azul,Cliente Lambda,13,24.27,315.51
2023-03-12,Caneta Azul,Cliente Alfa,21,24.89,522.69
2023-03-12,Caneta Azul,Cliente Alfa,25,25.44,636.0
2023-03-12,Caneta Amarela,Cliente Alfa,14,18.01,252.14
2023-03-12,Caneta Amarela,Cliente Tau,12,22.37,268.44
2023-03-12,Caneta Verde,Cliente Delta,34,9.35,317.9
2023-03-12,Caneta Verde,Cliente Delta,34,9.31,316.54
2023-03-12,Caneta Preta,Cliente Kappa,30,12.21,366.3
2023-03-12,Caneta Preta,Cliente Tau,19,12.43,236.17
2023-03-12,Caneta Preta,Cliente Kappa,22,11.46,252.12
2023-03-13,Caneta Azul,Cliente Alfa,71,23.62,1677.02
2023-03-13,Caneta Amarela,Cliente Tau,44,18.77,825.88
2023-03-13,Caneta Verde,Cliente Delta,6,8.54,51.24
2023-03-13,Caneta Verde,Cliente Tau,12,7.21,86.52
2023-03-13,Caneta Verde,Cliente Tau,2,9.13,18.26
2023-03-13,Caneta Preta,Cliente Kappa,43,13.53,581.79
2023-03-13,Caneta Preta,Cliente Tau,43,15.42,663.06
2023-03-14,Caneta Azul,Cliente Tau,29,21.62,626.98
2023-03-14,Caneta Azul,Cliente Tau,23,25.04,575.92
2023-03-14,Caneta Amarela,Cliente Tau,9,19.7,177.3
2023-03-14,Caneta Amarela,Cliente Kappa,3,19.0,57.0
2023-03-14,Caneta Amarela,Cliente Kappa,21,17.97,377.37
2023-03-14,Caneta Verde,Cliente Tau,11,9.13,100.43
2023-03-14,Caneta Verde,Cliente Delta,26,8.01,208.26
2023-03-14,Caneta Verde,Cliente Delta,18,8.36,150.48
2023-03-14,Caneta Preta,Cliente Tau,28,14.84,415.52
2023-03-14,Caneta Preta,Cliente Alfa,23,14.78,339.94
2023-03-14,Caneta Preta,Cliente Tau,22,11.82,260.04
2023-03-15,Caneta Azul,Cliente Tau,19,20.31,385.89
2023-03-15,Caneta Azul,Cliente Tau,34,22.28,757.52
2023-03-15,Caneta Azul,Cliente Delta,21,19.95,418.95
2023-03-15,Caneta Azul,Cliente Alfa,22,24.73,544.06
2023-03-15,Caneta Amarela,Cliente Alfa,7,22.08,154.56
2023-03-15,Caneta Amarela,Cliente Alfa,14,19.15,268.1
2023-03-15,Caneta Verde,Cliente Kappa,92,7.34,675.28
2023-03-15,Caneta Preta,Cliente Alfa,32,14.29,457.28
2023-03-15,Caneta Preta,Cliente Kappa,35,14.39,503.65
2023-03-15,Caneta Preta,Cliente Kappa,30,13.97,419.1
2023-03-16,Caneta Azul,Cliente Tau,66,20.29,1339.14
2023-03-16,Caneta Amarela,Cliente Kappa,20,21.61,432.2
2023-03-16,Caneta Amarela,Cliente Alfa,39,18.85,735.15
2023-03-16,Caneta Amarela,Cliente Alfa,9,20.44,183.96
2023-03-16,Caneta Verde,Cliente Alfa,70,7.08,495.6
2023-03-16,Caneta Preta,Cliente Delta,27,12.62,340.74
2023-03-16,Caneta Preta,Cliente Kappa,39,12.15,473.85
2023-03-16,Caneta Preta,Cliente Kappa,27,14.95,403.65
2023-03-16,Caneta Preta,Cliente Lambda,9,13.31,119.79
2023-03-17,Caneta Azul,Cliente Kappa,7,21.77,152.39
2023-03-17,Caneta Azul,Cliente Tau,15,23.09,346.35
2023-03-17,Caneta Amarela,Cliente Kappa,26,19.08,496.08
2023-03-17,Caneta Verde,Cliente Delta,3,8.81,26.43
2023-03-17,Caneta Verde,Cliente Tau,22,7.21,158.62
2023-03-17,Caneta Verde,Cliente Delta,21,7.41,155.61
2023-03-17,Caneta Verde,Cliente Alfa,12,8.5,102.0
