Data,Maquina,Motivo,Horas_paradas
2021-03-31,MC-5,Ajuste de processo,2.64
2021-03-31,MC-5,Setup,3.23
2021-04-01,MC-4,Manutenção,1.67
2021-04-01,MC-5,Setup,2.47
2021-04-01,MC-5,Manutenção,3.07
2021-04-02,MC-4,Falta de material,1.91
2021-04-02,MC-4,Troca de ferramenta,2.11
2021-04-02,MC-4,Falta de energia,2.45
2021-04-02,MC-5,Manutenção,0.53
2021-04-02,MC-5,Falta de material,3.49
2021-04-03,MC-5,Quebra,3.51
2021-04-03,MC-5,Ajuste de processo,1.34
2021-04-04,MC-1,Limpeza,3.56
2021-04-04,MC-1,Ajuste de processo,3.06
2021-04-05,MC-4,Ajuste de processo,2.09
2021-04-05,MC-4,Quebra,1.59
2021-04-05,MC-4,Troca de ferramenta,1.78
2021-04-06,MC-2,Falta de material,2.28
2021-04-06,MC-2,Manutenção,1.83
2021-04-06,MC-2,Ajuste de processo,1.85
2021-04-06,MC-3,Falta de energia,1.05
2021-04-06,MC-3,Troca de ferramenta,2.92
2021-04-07,MC-1,Limpeza,2.56
2021-04-07,MC-1,Manutenção,3.97
2021-04-07,MC-2,Falta de material,0.82
2021-04-07,MC-2,Manutenção,0.72
2021-04-07,MC-3,Setup,2.21
2021-04-07,MC-5,Manutenção,0.86
2021-04-07,MC-5,Falta de material,2.56
2021-04-07,MC-5,Setup,1.03
2021-04-08,MC-3,Falta de energia,2.09
2021-04-08,MC-4,Troca de ferramenta,2.56
2021-04-08,MC-4,Ajuste de processo,1.99
2021-04-08,MC-5,Manutenção,1.48
2021-04-09,MC-3,Ajuste de processo,3.19
2021-04-09,MC-4,Troca de ferramenta,3.46
2021-04-09,MC-4,Setup,1.33
2021-04-10,MC-2,Quebra,3.31
2021-04-10,MC-2,Falta de material,1.75
2021-04-10,MC-2,Falta de material,2.1
2021-04-10,MC-5,Quebra,1.16
2021-04-10,MC-5,Manutenção,2.62
2021-04-11,MC-2,Quebra,0.67
2021-04-11,MC-3,Setup,2.49
2021-04-11,MC-3,Setup,3.96
2021-04-12,MC-2,Falta de energia,3.09
2021-04-13,MC-2,Falta de energia,3.61
2021-04-13,MC-3,Ajuste de processo,2.02
2021-04-14,MC-2,Setup,0.83
2021-04-14,MC-2,Ajuste de processo,1.37
2021-04-14,MC-2,Quebra,0.48
2021-04-14,MC-4,Manutenção,2.16
2021-04-14,MC-4,Setup,2.7
2021-04-15,MC-2,Troca de ferramenta,1.87
2021-04-15,MC-2,Quebra,2.38
2021-04-15,MC-3,Limpeza,1.49
2021-04-16,MC-2,Manutenção,0.62
2021-04-16,MC-2,Falta de energia,1.9
2021-04-16,MC-2,Falta de material,2.33
2021-04-16,MC-3,Falta de energia,3.94
2021-04-16,MC-3,Ajuste de processo,1.58
2021-04-16,MC-3,Troca de ferramenta,2.81
2021-04-16,MC-4,Ajuste de processo,3.34
2021-04-17,MC-1,Falta de energia,1.54
2021-04-17,MC-1,Ajuste de processo,3.74
2021-04-18,MC-2,Falta de material,1.55
2021-04-18,MC-2,Quebra,3.89
2021-04-18,MC-2,Manutenção,0.31
2021-04-18,MC-4,Troca de ferramenta,2.65
2021-04-18,MC-4,Setup,3.22
2021-04-19,MC-3,Ajuste de processo,1.34
2021-04-19,MC-5,Falta de material,0.73
2021-04-19,MC-5,Troca de ferramenta,0.39
2021-04-19,MC-5,Falta de energia,0.58
2021-04-20,MC-1,Manutenção,2.31
2021-04-20,MC-1,Limpeza,3.4
2021-04-20,MC-2,Manutenção,0.53
2021-04-20,MC-2,Falta de energia,0.72
2021-04-20,MC-2,Ajuste de processo,0.32
2021-04-20,MC-3,Troca de ferramenta,1.34
2021-04-20,MC-3,Quebra,3.71
2021-04-20,MC-5,Setup,1.32
2021-04-20,MC-5,Manutenção,1.93
2021-04-22,MC-3,Falta de energia,0.96
2021-04-22,MC-3,Ajuste de processo,0.73
2021-04-22,MC-3,Falta de energia,0.97
2021-04-23,MC-1,Quebra,1.08
2021-04-23,MC-1,Ajuste de processo,0.78
2021-04-23,MC-2,Falta de energia,3.23
2021-04-23,MC-2,Limpeza,2.07
2021-04-23,MC-3,Ajuste de processo,2.3
2021-04-23,MC-5,Quebra,1.69
2021-04-24,MC-5,Ajuste de processo,1.08
2021-04-24,MC-5,Limpeza,0.65
2021-04-24,MC-5,Falta de energia,0.58
2021-04-25,MC-1,Setup,0.99
2021-04-25,MC-1,Troca de ferramenta,3.45
2021-04-25,MC-3,Setup,1.1
2021-04-25,MC-3,Falta de energia,1.61
2021-04-25,MC-3,Falta de material,2.42
2021-04-26,MC-3,Setup,2.19
2021-04-26,MC-3,Falta de material,2.76
2021-04-26,MC-4,Limpeza,1.02
2021-04-26,MC-4,Ajuste de processo,2.24
2021-04-28,MC-5,Falta de energia,3.14
2021-04-28,MC-5,Troca de ferramenta,1.73
2021-04-30,MC-1,Manutenção,3.9
2021-04-30,MC-1,Limpeza,2.44
2021-04-30,MC-1,Ajuste de processo,2.8
2021-04-30,MC-5,Troca de ferramenta,2.0
2021-04-30,MC-5,Troca de ferramenta,3.47
2021-04-30,MC-5,Troca de ferramenta,1.97
2021-05-01,MC-2,Limpeza,3.79
2021-05-01,MC-3,Troca de ferramenta,1.44
2021-05-01,MC-3,Ajuste de processo,3.5
2021-05-01,MC-3,Setup,2.67
2021-05-01,MC-4,Troca de ferramenta,3.26
2021-05-01,MC-4,Troca de ferramenta,0.44
2021-05-01,MC-4,Quebra,1.33
2021-05-01,MC-5,Falta de energia,3.43
2021-05-02,MC-1,Falta de material,1.48
2021-05-02,MC-1,Setup,2.94
2021-05-03,MC-2,Quebra,3.97
2021-05-03,MC-5,Manutenção,0.96
2021-05-03,MC-5,Falta de energia,1.84
2021-05-04,MC-2,Falta de energia,0.91
2021-05-04,MC-2,Setup,0.87
2021-05-04,MC-4,Setup,2.64
2021-05-04,MC-4,Falta de material,1.01
2021-05-04,MC-4,Troca de ferramenta,2.09
2021-05-05,MC-4,Quebra,3.92
2021-05-05,MC-4,Manutenção,1.53
2021-05-05,MC-5,Manutenção,3.53
2021-05-06,MC-2,Quebra,1.77
2021-05-06,MC-2,Limpeza,1.27
2021-05-06,MC-2,Quebra,1.54
2021-05-08,MC-2,Manutenção,0.77
2021-05-08,MC-3,Troca de ferramenta,2.81
2021-05-09,MC-1,Falta de material,2.18
2021-05-09,MC-1,Manutenção,2.57
2021-05-09,MC-3,Quebra,1.42
2021-05-09,MC-3,Falta de material,2.72
2021-05-09,MC-5,Ajuste de processo,0.91
2021-05-11,MC-1,Falta de energia,2.71
2021-05-11,MC-3,Falta de material,0.6
2021-05-11,MC-5,Troca de ferramenta,1.78
2021-05-11,MC-5,Setup,2.56
2021-05-11,MC-5,Manutenção,3.46
2021-05-13,MC-5,Troca de ferramenta,3.31
2021-05-13,MC-5,Quebra,2.25
2021-05-13,MC-5,Limpeza,3.57
2021-05-14,MC-3,Troca de ferramenta,2.17
2021-05-14,MC-3,Quebra,2.21
2021-05-15,MC-5,Setup,2.97
2021-05-17,MC-1,Falta de material,3.55
2021-05-17,MC-2,Manutenção,2.53
2021-05-19,MC-3,Ajuste de processo,3.79
2021-05-19,MC-3,Ajuste de processo,1.16
2021-05-21,MC-5,Limpeza,3.72
2021-05-21,MC-5,Limpeza,1.12
2021-05-21,MC-5,Manutenção,2.25
2021-05-22,MC-2,Ajuste de processo,3.25
2021-05-22,MC-2,Troca de ferramenta,3.27
2021-05-22,MC-2,Falta de material,1.33
2021-05-24,MC-2,Ajuste de processo,3.95
2021-05-24,MC-3,Troca de ferramenta,0.6
2021-05-24,MC-5,Ajuste de processo,0.43
2021-05-24,MC-5,Falta de material,3.41
2021-05-24,MC-5,Falta de energia,3.33
2021-05-25,MC-5,Falta de energia,2.94
2021-05-26,MC-2,Setup,3.45
2021-05-26,MC-2,Quebra,0.81
2021-05-27,MC-1,Limpeza,0.65
2021-05-27,MC-3,Ajuste de processo,3.89
2021-05-27,MC-3,Setup,2.61
2021-05-28,MC-2,Setup,3.7
2021-05-29,MC-3,Manutenção,3.65
2021-05-29,MC-3,Ajuste de processo,2.72
2021-05-29,MC-3,Ajuste de processo,2.63
2021-05-30,MC-1,Ajuste de processo,1.63
2021-06-01,MC-2,Quebra,0.85
2021-06-01,MC-2,Setup,2.84
2021-06-01,MC-4,Setup,3.33
2021-06-01,MC-4,Falta de material,2.32
2021-06-01,MC-5,Ajuste de processo,0.49
2021-06-01,MC-5,Falta de energia,0.84
2021-06-01,MC-5,Limpeza,0.68
2021-06-02,MC-5,Setup,2.73
2021-06-02,MC-5,Troca de ferramenta,2.39
2021-06-02,MC-5,Manutenção,2.03
2021-06-03,MC-3,Limpeza,2.31
2021-06-04,MC-1,Quebra,1.32
2021-06-04,MC-1,Ajuste de processo,3.28
2021-06-04,MC-2,Falta de material,1.52
2021-06-04,MC-2,Falta de material,2.68
2021-06-04,MC-5,Quebra,1.75
2021-06-05,MC-3,Manutenção,0.57
2021-06-05,MC-3,Setup,1.25
2021-06-05,MC-5,Falta de material,3.87
2021-06-05,MC-5,Quebra,1.0
2021-06-05,MC-5,Quebra,0.69
2021-06-06,MC-4,Limpeza,1.38
2021-06-06,MC-4,Quebra,3.55
2021-06-06,MC-5,Falta de material,1.43
2021-06-08,MC-2,Quebra,1.84
2021-06-08,MC-2,Setup,1.45
2021-06-08,MC-2,Limpeza,3.96
2021-06-09,MC-2,Manutenção,4.0
2021-06-09,MC-2,Falta de material,2.09
2021-06-09,MC-3,Ajuste de processo,3.2
2021-06-09,MC-3,Limpeza,1.11
2021-06-09,MC-3,Quebra,1.68
2021-06-09,MC-5,Falta de material,2.81
2021-06-09,MC-5,Ajuste de processo,1.36
2021-06-10,MC-2,Limpeza,1.13
2021-06-10,MC-2,Quebra,3.71
2021-06-10,MC-3,Manutenção,1.2
2021-06-10,MC-3,Falta de energia,0.52
2021-06-11,MC-1,Limpeza,3.08
2021-06-11,MC-1,Limpeza,1.2
2021-06-12,MC-3,Limpeza,1.97
2021-06-13,MC-2,Quebra,0.71
2021-06-13,MC-2,Quebra,0.55
2021-06-13,MC-4,Quebra,2.0
2021-06-13,MC-5,Setup,1.55
2021-06-14,MC-5,Falta de material,2.17
2021-06-14,MC-5,Troca de ferramenta,3.87
2021-06-15,MC-2,Ajuste de processo,1.81
2021-06-15,MC-2,Manutenção,2.53
2021-06-15,MC-2,Falta de material,0.66
2021-06-16,MC-5,Manutenção,3.58
2021-06-16,MC-5,Setup,3.28
2021-06-16,MC-5,Falta de material,2.23
2021-06-17,MC-1,Manutenção,0.98
2021-06-17,MC-1,Manutenção,1.88
2021-06-17,MC-5,Ajuste de processo,1.4
2021-06-17,MC-5,Falta de energia,3.98
2021-06-19,MC-2,Troca de ferramenta,2.12
2021-06-19,MC-3,Quebra,1.86
2021-06-19,MC-3,Limpeza,0.93
2021-06-20,MC-2,Limpeza,1.18
2021-06-20,MC-2,Troca de ferramenta,2.93
2021-06-20,MC-5,Falta de material,2.28
2021-06-20,MC-5,Limpeza,1.62
2021-06-21,MC-5,Ajuste de processo,1.4
2021-06-21,MC-5,Falta de material,1.04
2021-06-23,MC-1,Quebra,0.43
2021-06-23,MC-1,Falta de material,3.92
2021-06-23,MC-1,Falta de energia,3.09
2021-06-23,MC-5,Troca de ferramenta,3.73
2021-06-23,MC-5,Limpeza,1.83
2021-06-23,MC-5,Falta de material,3.52
2021-06-24,MC-5,Ajuste de processo,1.25
2021-06-25,MC-1,Quebra,2.19
2021-06-25,MC-1,Falta de energia,1.05
2021-06-25,MC-1,Falta de material,3.15
2021-06-25,MC-2,Ajuste de processo,2.14
2021-06-25,MC-2,Quebra,2.28
2021-06-26,MC-1,Falta de energia,3.48
2021-06-26,MC-1,Troca de ferramenta,3.04
2021-06-26,MC-2,Ajuste de processo,3.88
2021-06-26,MC-2,Limpeza,1.8
2021-06-26,MC-2,Ajuste de processo,2.01
2021-06-28,MC-1,Falta de energia,2.58
2021-06-28,MC-4,Ajuste de processo,1.98
2021-06-28,MC-5,Quebra,1.85
2021-06-28,MC-5,Setup,1.56
2021-06-29,MC-1,Falta de material,3.38
2021-06-29,MC-1,Limpeza,2.27
2021-06-29,MC-1,Ajuste de processo,2.55
2021-06-29,MC-4,Manutenção,1.06
2021-06-30,MC-2,Falta de material,1.23
2021-06-30,MC-2,Setup,1.56
2021-06-30,MC-2,Setup,2.02
2021-07-01,MC-3,Ajuste de processo,0.46
2021-07-01,MC-3,Setup,3.59
2021-07-01,MC-3,Manutenção,3.64
2021-07-02,MC-4,Setup,2.75
2021-07-02,MC-4,Falta de material,1.47
2021-07-02,MC-4,Quebra,1.73
2021-07-03,MC-2,Manutenção,3.02
2021-07-04,MC-5,Falta de material,1.36
2021-07-05,MC-3,Troca de ferramenta,2.55
2021-07-05,MC-5,Quebra,3.65
2021-07-05,MC-5,Setup,1.82
2021-07-06,MC-1,Troca de ferramenta,2.47
2021-07-06,MC-1,Troca de ferramenta,3.74
2021-07-06,MC-5,Quebra,1.56
2021-07-06,MC-5,Limpeza,3.11
2021-07-07,MC-1,Falta de material,3.09
2021-07-07,MC-3,Ajuste de processo,3.74
2021-07-07,MC-3,Setup,3.48
2021-07-07,MC-3,Limpeza,3.07
2021-07-07,MC-5,Ajuste de processo,2.66
2021-07-08,MC-3,Limpeza,1.19
2021-07-08,MC-3,Ajuste de processo,2.78
2021-07-09,MC-2,Quebra,1.32
2021-07-09,MC-2,Falta de energia,1.93
2021-07-09,MC-2,Limpeza,2.93
2021-07-09,MC-4,Troca de ferramenta,2.8
2021-07-11,MC-2,Falta de material,1.78
2021-07-11,MC-2,Quebra,0.98
2021-07-11,MC-2,Ajuste de processo,2.09
2021-07-12,MC-2,Falta de material,1.3
2021-07-12,MC-3,Ajuste de processo,1.25
2021-07-12,MC-3,Falta de energia,1.51
2021-07-12,MC-3,Falta de material,2.91
2021-07-13,MC-1,Falta de energia,2.14
2021-07-13,MC-5,Falta de material,1.68
2021-07-13,MC-5,Setup,3.63
2021-07-13,MC-5,Ajuste de processo,2.92
2021-07-15,MC-5,Troca de ferramenta,2.13
2021-07-15,MC-5,Manutenção,1.86
2021-07-16,MC-1,Quebra,3.33
2021-07-16,MC-4,Setup,0.94
2021-07-16,MC-4,Manutenção,2.76
2021-07-18,MC-2,Limpeza,0.38
2021-07-18,MC-2,Manutenção,0.33
2021-07-18,MC-3,Falta de material,3.75
2021-07-18,MC-3,Limpeza,2.2
2021-07-18,MC-3,Manutenção,1.47
2021-07-19,MC-3,Ajuste de processo,3.24
2021-07-19,MC-4,Ajuste de processo,3.94
2021-07-19,MC-5,Troca de ferramenta,0.43
2021-07-20,MC-2,Limpeza,0.44
2021-07-20,MC-5,Falta de material,3.46
2021-07-20,MC-5,Limpeza,2.36
2021-07-20,MC-5,Manutenção,3.57
2021-07-21,MC-1,Manutenção,2.87
2021-07-21,MC-1,Falta de energia,2.04
2021-07-21,MC-1,Setup,0.9
2021-07-22,MC-2,Setup,1.74
2021-07-22,MC-2,Falta de energia,3.21
2021-07-22,MC-2,Manutenção,1.17
2021-07-22,MC-4,Setup,2.94
2021-07-23,MC-2,Limpeza,1.22
2021-07-23,MC-2,Falta de energia,2.02
2021-07-23,MC-2,Falta de energia,0.62
2021-07-23,MC-3,Quebra,1.98
2021-07-24,MC-1,Falta de material,2.57
2021-07-24,MC-1,Falta de material,2.38
2021-07-24,MC-2,Quebra,1.8
2021-07-24,MC-2,Quebra,1.67
2021-07-24,MC-2,Falta de material,1.32
2021-07-24,MC-5,Falta de material,3.14
2021-07-26,MC-3,Falta de energia,3.2
2021-07-26,MC-3,Ajuste de processo,2.09
2021-07-26,MC-3,Troca de ferramenta,1.72
2021-07-28,MC-4,Quebra,2.66
2021-07-28,MC-4,Falta de material,2.36
2021-07-29,MC-5,Manutenção,2.77
2021-07-31,MC-2,Limpeza,1.43
2021-07-31,MC-4,Quebra,3.22
2021-07-31,MC-4,Troca de ferramenta,1.47
2021-08-01,MC-2,Falta de material,1.85
2021-08-01,MC-2,Manutenção,0.79
2021-08-01,MC-2,Falta de energia,3.46
2021-08-02,MC-2,Falta de energia,2.68
2021-08-02,MC-2,Manutenção,1.17
2021-08-03,MC-2,Manutenção,3.45
2021-08-03,MC-2,Limpeza,2.91
2021-08-03,MC-3,Quebra,1.94
2021-08-03,MC-3,Ajuste de processo,3.96
2021-08-04,MC-2,Manutenção,1.55
2021-08-04,MC-2,Falta de material,0.67
2021-08-04,MC-2,Falta de material,3.01
2021-08-04,MC-4,Troca de ferramenta,3.1
2021-08-04,MC-4,Setup,0.52
2021-08-05,MC-1,Setup,3.33
2021-08-05,MC-1,Manutenção,3.17
2021-08-05,MC-3,Ajuste de processo,3.74
2021-08-05,MC-3,Setup,0.74
2021-08-06,MC-2,Manutenção,2.52
2021-08-06,MC-5,Manutenção,1.11
2021-08-06,MC-5,Quebra,1.78
2021-08-07,MC-3,Quebra,1.28
2021-08-07,MC-3,Troca de ferramenta,1.96
2021-08-07,MC-3,Falta de energia,0.72
2021-08-08,MC-5,Falta de material,1.42
2021-08-08,MC-5,Falta de material,0.56
2021-08-09,MC-1,Limpeza,2.12
2021-08-09,MC-1,Limpeza,1.4
2021-08-09,MC-1,Limpeza,2.48
2021-08-10,MC-3,Troca de ferramenta,1.99
2021-08-10,MC-3,Falta de material,1.2
2021-08-12,MC-4,Limpeza,0.68
2021-08-12,MC-4,Quebra,3.09
2021-08-13,MC-5,Falta de energia,2.64
2021-08-13,MC-5,Setup,0.42
2021-08-14,MC-1,Ajuste de processo,3.96
2021-08-14,MC-3,Ajuste de processo,2.68
2021-08-14,MC-3,Ajuste de processo,1.07
2021-08-14,MC-5,Ajuste de processo,3.41
2021-08-14,MC-5,Manutenção,3.56
2021-08-15,MC-3,Ajuste de processo,2.42
2021-08-15,MC-3,Troca de ferramenta,3.58
2021-08-15,MC-3,Setup,0.41
2021-08-16,MC-1,Falta de material,3.8
2021-08-16,MC-1,Manutenção,0.51
2021-08-17,MC-1,Ajuste de processo,2.68
2021-08-18,MC-4,Limpeza,1.58
2021-08-18,MC-4,Falta de energia,0.45
2021-08-18,MC-4,Setup,3.74
2021-08-18,MC-5,Falta de material,0.8
2021-08-18,MC-5,Quebra,3.46
2021-08-18,MC-5,Troca de ferramenta,1.52
2021-08-19,MC-2,Falta de material,3.04
2021-08-19,MC-5,Falta de energia,1.24
2021-08-22,MC-1,Quebra,2.46
2021-08-22,MC-5,Manutenção,3.26
2021-08-22,MC-5,Limpeza,2.39
2021-08-22,MC-5,Limpeza,1.43
2021-08-23,MC-1,Troca de ferramenta,1.16
2021-08-23,MC-1,Manutenção,0.95
2021-08-23,MC-1,Troca de ferramenta,3.4
2021-08-23,MC-2,Falta de energia,2.56
2021-08-23,MC-2,Manutenção,2.18
2021-08-23,MC-2,Falta de material,1.22
2021-08-23,MC-3,Manutenção,1.9
2021-08-25,MC-4,Ajuste de processo,2.59
2021-08-25,MC-4,Limpeza,0.57
2021-08-25,MC-4,Manutenção,1.63
2021-08-25,MC-5,Quebra,1.19
2021-08-25,MC-5,Limpeza,2.69
2021-08-25,MC-5,Quebra,2.54
2021-08-26,MC-5,Falta de material,1.41
2021-08-26,MC-5,Manutenção,0.45
2021-08-27,MC-1,Ajuste de processo,0.98
2021-08-27,MC-1,Limpeza,0.89
2021-08-27,MC-2,Manutenção,2.4
2021-08-27,MC-2,Ajuste de processo,0.93
2021-08-28,MC-3,Setup,2.08
2021-08-28,MC-3,Quebra,2.57
2021-08-28,MC-5,Falta de energia,3.55
2021-08-29,MC-1,Troca de ferramenta,1.21
2021-08-29,MC-1,Falta de material,0.99
2021-08-29,MC-2,Quebra,0.94
2021-08-29,MC-3,Ajuste de processo,1.63
2021-08-29,MC-3,Falta de energia,2.7
2021-08-29,MC-5,Manutenção,2.79
2021-08-29,MC-5,Falta de material,1.08
2021-08-31,MC-1,Falta de material,0.79
2021-08-31,MC-1,Ajuste de processo,1.96
2021-08-31,MC-1,Quebra,0.82
2021-09-01,MC-2,Falta de material,3.31
2021-09-01,MC-2,Manutenção,0.61
2021-09-01,MC-2,Manutenção,3.08
2021-09-02,MC-2,Manutenção,0.46
2021-09-03,MC-2,Manutenção,3.29
2021-09-03,MC-3,Troca de ferramenta,2.62
2021-09-03,MC-3,Setup,1.49
2021-09-05,MC-2,Limpeza,1.8
2021-09-05,MC-3,Manutenção,2.79
2021-09-05,MC-4,Manutenção,0.99
2021-09-05,MC-4,Setup,3.59
2021-09-05,MC-4,Falta de material,2.09
2021-09-06,MC-1,Setup,3.11
2021-09-06,MC-2,Falta de material,2.17
2021-09-06,MC-2,Quebra,1.97
2021-09-07,MC-1,Quebra,2.04
2021-09-07,MC-1,Ajuste de processo,1.64
2021-09-07,MC-2,Limpeza,3.01
2021-09-07,MC-2,Troca de ferramenta,3.43
2021-09-07,MC-5,Manutenção,3.46
2021-09-08,MC-3,Falta de energia,0.75
2021-09-09,MC-2,Falta de energia,3.12
2021-09-09,MC-2,Manutenção,1.04
2021-09-09,MC-2,Quebra,0.35
2021-09-09,MC-3,Troca de ferramenta,1.32
2021-09-09,MC-3,Falta de material,1.38
2021-09-09,MC-3,Falta de energia,3.3
2021-09-10,MC-1,Ajuste de processo,3.05
2021-09-10,MC-3,Manutenção,0.61
2021-09-10,MC-4,Falta de material,1.51
2021-09-10,MC-4,Manutenção,1.23
2021-09-10,MC-4,Limpeza,2.5
2021-09-11,MC-3,Ajuste de processo,2.3
2021-09-13,MC-4,Falta de material,2.81
2021-09-15,MC-1,Manutenção,3.67
2021-09-15,MC-1,Ajuste de processo,1.86
2021-09-15,MC-2,Quebra,2.73
2021-09-15,MC-4,Limpeza,3.7
2021-09-15,MC-4,Falta de material,2.3
2021-09-18,MC-1,Troca de ferramenta,1.44
2021-09-18,MC-3,Falta de energia,1.79
2021-09-18,MC-3,Falta de material,3.09
2021-09-19,MC-4,Limpeza,2.96
2021-09-19,MC-4,Quebra,3.07
2021-09-20,MC-1,Manutenção,3.05
2021-09-20,MC-1,Troca de ferramenta,3.71
2021-09-20,MC-1,Falta de material,3.13
2021-09-20,MC-3,Limpeza,3.47
2021-09-22,MC-5,Manutenção,2.42
2021-09-22,MC-5,Quebra,2.68
2021-09-25,MC-1,Troca de ferramenta,3.88
2021-09-25,MC-1,Falta de energia,3.52
2021-09-25,MC-2,Ajuste de processo,3.18
2021-09-25,MC-3,Quebra,2.84
2021-09-25,MC-3,Limpeza,1.63
2021-09-28,MC-3,Limpeza,2.33
2021-09-28,MC-5,Setup,0.5
2021-09-28,MC-5,Limpeza,1.84
2021-09-29,MC-4,Manutenção,0.71
2021-09-29,MC-4,Troca de ferramenta,3.0
2021-09-30,MC-4,Falta de material,3.6
2021-10-01,MC-3,Setup,0.94
2021-10-02,MC-4,Falta de material,1.21
2021-10-03,MC-1,Ajuste de processo,3.47
2021-10-03,MC-1,Limpeza,2.47
2021-10-03,MC-3,Troca de ferramenta,2.48
2021-10-03,MC-3,Ajuste de processo,2.38
2021-10-03,MC-3,Troca de ferramenta,1.11
2021-10-03,MC-5,Quebra,1.2
2021-10-03,MC-5,Troca de ferramenta,3.81
2021-10-05,MC-5,Falta de energia,2.98
2021-10-05,MC-5,Setup,0.63
2021-10-05,MC-5,Troca de ferramenta,1.12
2021-10-06,MC-2,Quebra,2.62
2021-10-06,MC-5,Quebra,1.35
2021-10-06,MC-5,Quebra,1.23
2021-10-08,MC-4,Manutenção,1.05
2021-10-08,MC-4,Troca de ferramenta,0.99
2021-10-08,MC-4,Limpeza,2.57
2021-10-08,MC-5,Troca de ferramenta,3.65
2021-10-08,MC-5,Limpeza,1.64
2021-10-10,MC-1,Falta de energia,0.75
2021-10-10,MC-1,Setup,0.76
2021-10-10,MC-2,Quebra,3.75
2021-10-10,MC-2,Ajuste de processo,2.26
2021-10-10,MC-3,Limpeza,2.03
2021-10-10,MC-3,Falta de material,3.6
2021-10-10,MC-3,Falta de energia,2.18
2021-10-10,MC-5,Quebra,2.08
2021-10-10,MC-5,Manutenção,3.73
2021-10-11,MC-4,Ajuste de processo,2.06
2021-10-11,MC-4,Falta de energia,1.75
2021-10-11,MC-4,Falta de energia,2.45
2021-10-13,MC-1,Falta de material,3.92
2021-10-13,MC-1,Ajuste de processo,3.87
2021-10-16,MC-2,Limpeza,3.17
2021-10-16,MC-3,Quebra,2.15
2021-10-16,MC-3,Ajuste de processo,3.56
2021-10-16,MC-4,Limpeza,1.85
2021-10-16,MC-4,Falta de energia,2.67
2021-10-17,MC-5,Falta de energia,0.96
2021-10-18,MC-2,Ajuste de processo,2.75
2021-10-18,MC-2,Manutenção,1.32
2021-10-18,MC-2,Ajuste de processo,3.16
2021-10-18,MC-3,Ajuste de processo,1.83
2021-10-18,MC-3,Limpeza,1.77
2021-10-18,MC-3,Troca de ferramenta,3.06
2021-10-18,MC-4,Troca de ferramenta,1.87
2021-10-19,MC-1,Manutenção,2.94
2021-10-19,MC-1,Quebra,3.46
2021-10-20,MC-3,Setup,0.81
2021-10-20,MC-3,Falta de energia,2.07
2021-10-21,MC-4,Limpeza,3.8
2021-10-23,MC-2,Troca de ferramenta,3.31
2021-10-23,MC-5,Troca de ferramenta,3.9
2021-10-24,MC-4,Falta de material,3.48
2021-10-24,MC-4,Falta de energia,1.45
2021-10-24,MC-5,Troca de ferramenta,0.96
2021-10-24,MC-5,Falta de energia,1.08
2021-10-25,MC-2,Limpeza,1.1
2021-10-25,MC-5,Setup,0.58
2021-10-26,MC-1,Falta de energia,3.66
2021-10-26,MC-1,Setup,2.16
2021-10-26,MC-1,Manutenção,0.67
2021-10-26,MC-4,Ajuste de processo,3.12
2021-10-26,MC-4,Setup,1.5
2021-10-28,MC-3,Limpeza,0.56
2021-10-28,MC-3,Falta de energia,1.0
2021-10-28,MC-4,Setup,2.73
2021-10-28,MC-5,Falta de material,3.24
2021-10-28,MC-5,Falta de material,1.24
2021-10-29,MC-1,Manutenção,2.44
2021-10-29,MC-1,Falta de energia,0.3
2021-10-29,MC-1,Falta de energia,1.33
2021-10-29,MC-3,Limpeza,0.97
2021-10-29,MC-3,Falta de energia,0.58
2021-10-29,MC-3,Manutenção,2.09
2021-10-29,MC-5,Quebra,2.63
2021-10-29,MC-5,Troca de ferramenta,0.47
2021-10-29,MC-5,Limpeza,0.81
2021-10-30,MC-3,Ajuste de processo,3.75
2021-10-31,MC-2,Limpeza,1.13
2021-10-31,MC-2,Quebra,3.11
2021-10-31,MC-5,Limpeza,3.07
2021-11-01,MC-4,Falta de energia,1.49
2021-11-01,MC-5,Manutenção,1.06
2021-11-01,MC-5,Ajuste de processo,1.2
2021-11-02,MC-4,Falta de energia,2.39
2021-11-03,MC-1,Quebra,1.71
2021-11-03,MC-3,Troca de ferramenta,2.13
2021-11-04,MC-2,Manutenção,3.3
2021-11-04,MC-2,Falta de material,2.16
2021-11-04,MC-2,Manutenção,3.98
2021-11-04,MC-3,Limpeza,2.76
2021-11-05,MC-1,Quebra,1.07
2021-11-05,MC-1,Quebra,2.15
2021-11-05,MC-1,Manutenção,3.31
2021-11-05,MC-5,Setup,1.11
2021-11-05,MC-5,Setup,3.0
2021-11-07,MC-1,Falta de energia,0.42
2021-11-07,MC-1,Falta de energia,3.79
2021-11-07,MC-1,Troca de ferramenta,2.75
2021-11-07,MC-2,Falta de material,0.9
2021-11-07,MC-2,Falta de material,3.53
2021-11-08,MC-1,Limpeza,0.6
2021-11-08,MC-3,Limpeza,1.8
2021-11-10,MC-4,Manutenção,3.03
2021-11-10,MC-4,Quebra,3.77
2021-11-10,MC-4,Setup,1.59
2021-11-11,MC-2,Manutenção,3.37
2021-11-11,MC-4,Manutenção,1.03
2021-11-11,MC-4,Troca de ferramenta,0.43
2021-11-11,MC-4,Limpeza,0.41
